w_idx,pt_root_id,body_part_effector,body_part_sensory,cell_class,cell_function,cell_function_detailed,cell_sub_class,cell_type,fafb_783_cell_type,fafb_783_match_id,fanc_1116_cell_type,fanc_1116_match_id,flow,hemibrain_121_cell_type,hemibrain_121_match_id,hemilineage,manc_121_cell_type,manc_121_match_id,nerve,neuropeptide_verified,neurotransmitter_predicted,neurotransmitter_verified,other_names,peripheral_target_type,region,side,super_class
3806,720575941592893992,,,descending_neuron,,,,DNp49,DNp49,id:720575940625539984,,,intrinsic,,,PSp3,DNp49,id:11268,,,glutamate,,,,neck_connective,left,descending
3807,720575941592907560,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN03A067,,,,,intrinsic,,,03A,IN03A067,id:163105,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3808,720575941592919080,,,sequential_leg_neuromeres,,,ventral_nerve_cord_ipsilateral_restricted,IN17A007,,,,,intrinsic,,,17A,IN17A007,id:11281,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3809,720575941592925992,,,descending_neuron,,,,DNg69,DNg69,id:720575940634903915,,,intrinsic,,,putative_primary,DNg69,id:13801,,,acetylcholine,,,,neck_connective,right,descending
3810,720575941592927528,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN11A007,,,,,intrinsic,,,11A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3811,720575941592931112,,,ventral_nerve_cord_centrifugal,,,ventral_nerve_cord_bilateral_interconnecting,IN18B011,,,,,intrinsic,,,18B,IN18B011,id:10846,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3812,720575941592931368,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN03B011,,,,,intrinsic,,,03B,IN03B011,id:10271,,,gaba,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3813,720575941592984616,,,ascending_neuron,,,,AN04B001,AN_GNG_VES_8,id:720575940603599206,,,intrinsic,,,04B,AN04B001,id:10314,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
3814,720575941592998769,,,ascending_neuron,,,,AN06B015_a,SA_DMT_ADMN_7,id:720575940615810717,,,intrinsic,,,06B,AN06B015,id:11787,,,gaba,gaba,,,neck_connective,right,ascending
3815,720575941593110385,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B085,,,,,intrinsic,,,04B,IN04B085,id:16626,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3816,720575941593250161,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN13A038,,,,,intrinsic,,,13A,,,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3817,720575941593409064,,,descending_neuron,,,,DNpe054,DNpe054,id:720575940632379071,,,intrinsic,,,PSp2,DNht001,id:101851,,,acetylcholine,,,,neck_connective,right,descending
3818,720575941593424424,,front_leg,hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,SNpp45,,,,,afferent,,,,SNpp45,id:172221,right_prothoracic_leg_nerve,,gaba,,,hair_plate,ventral_nerve_cord,right,sensory
3819,720575941593438321,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A061,,,,,intrinsic,,,13A,IN13A061,id:19055,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3820,720575941593491563,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN02A033,,,,,intrinsic,,,02A,IN02A033,id:20727,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3821,720575941593505387,,,descending_neuron,,,,DNge086,DNge086,id:720575940617249254,,,intrinsic,,,LB6,DNnt017,id:19554,,,gaba,,,,neck_connective,right,descending
3822,720575941593522283,,,ascending_neuron,,,,AN18B001,AN_GNG_SAD_16,id:720575940635329180,,,intrinsic,,,18B,AN18B001,id:10165,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending
3823,720575941593683051,,,descending_neuron,,,,DNp10,DNp10,id:720575940619678366,,,intrinsic,DNp10,id:5813026936,putative_primary,DNp10,id:10835,,,acetylcholine,acetylcholine,,,neck_connective,right,descending
3824,720575941593715569,front_leg,,leg_motor_neuron,leg_motor,move_coxa_posterior_lateral,front_leg_motor_neuron,pleural_remotor_and_abductor_miller_29,,,,,efferent,,,,,,right_prothoracic_accessory_nerve,,gaba,,Pleural remotor abductor MN,pleural_remotor_and_abductor_muscle,ventral_nerve_cord,right,motor
3825,720575941593737585,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN21A081,,,,,intrinsic,,,21A,,,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3826,720575941593798870,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN20A.22A001,,,,,intrinsic,,,20A.22A,IN20A.22A001,id:159502,,,glutamate,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3827,720575941593802373,front_leg,,leg_motor_neuron,leg_motor,extend_coxa_trochanter_joint,front_leg_motor_neuron,tergotrochanter_extensor,,,,id:246,efferent,,,,,,right_ventral_prothoracic_nerve,,gaba,,,tergotrochanter_extensor_muscle,ventral_nerve_cord,right,motor
3828,720575941593843589,front_leg,,leg_motor_neuron,leg_motor,extend_coxa_trochanter_joint,front_leg_motor_neuron,sternotrochanter_extensor,,,,,efferent,,,,,,right_ventral_prothoracic_nerve,,gaba,,MNfl37_ProLN_R,sternotrochanter_extensor_muscle,ventral_nerve_cord,right,motor
3829,720575941593845125,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A042,,,,,intrinsic,,,20A.22A,IN20A.22A042,id:154468,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3830,720575941593877543,,,,,,ventral_nerve_cord_ipsilateral_interconnecting,IN02A011,,,,,intrinsic,,,02A,IN02A011,id:26254,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3831,720575941593890774,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN16B091,,,,,intrinsic,,,16B,IN16B091,id:23455,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3832,720575941593909462,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta41,,,,,afferent,,,,SNta41,id:46878,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,left,sensory
3833,720575941593923461,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN03A062,,,,,intrinsic,,,03A,IN03A062,id:18494,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3834,720575941593929174,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A094,,,,,intrinsic,,,03A,IN03A094,id:24761,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3835,720575941594013654,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta29,,,,,afferent,,,,SNta29,id:34041,right_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,right,sensory
3836,720575941594200613,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN21A067,,,,,intrinsic,,,21A,IN21A067,id:24058,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3837,720575941594209061,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN09A080,,,,,intrinsic,,,09A,IN09A080,id:154776,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3838,720575941594225191,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A094,,,,,intrinsic,,,03A,IN03A094,id:21791,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3839,720575941594292775,,,ascending_neuron,,,,INXXX101,AN_GNG_156,id:720575940623264904,,,intrinsic,,,,INXXX101,id:12229,,,acetylcholine,,,,neck_connective,left,ascending
3840,720575941594311025,,,,,,ventral_nerve_cord_contralateral_restricted,IN13B072,,,,,intrinsic,,,13B,IN13B072,id:25760,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3841,720575941594312999,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta19,,,,id:1538,afferent,,,,SNta19,id:52434,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,left,sensory
3842,720575941594317095,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN03A054,,,,,intrinsic,,,03A,IN03A054,id:16727,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3843,720575941594452331,,,descending_neuron,,,,DNge080,DNge080,id:720575940627847752,,,intrinsic,,,putative_primary,DNxl078,id:21270,,,acetylcholine,,,,neck_connective,left,descending
3844,720575941594463013,,,ascending_neuron,,,,ANXXX041,AN_GNG_64,id:720575940624276733,,,intrinsic,,,TBD,ANXXX041,id:12165,,,gaba,,,,neck_connective,right,ascending
3845,720575941594479467,,front_leg,orphan_neuron,proprioception,,front_leg_orphan_neuron,SNppxx,,,,,afferent,,,,SNppxx,id:40503818429,right_prothoracic_leg_nerve,,gaba,,,orphan,ventral_nerve_cord,right,sensory
3846,720575941594497575,,,descending_neuron,,,,DNpe054,DNpe054,id:720575940632379071,,,intrinsic,,,PSp2,DNut046,id:30738,,,glutamate,,,,central_brain,right,descending
3847,720575941594716523,,,descending_neuron,,,,DNb06,DNb06,id:720575940637308605,,,intrinsic,,,putative_primary,DNb06,id:11349,,,acetylcholine,,,,neck_connective,left,descending
3848,720575941594795633,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN08A049,,,,,intrinsic,,,08A,IN08A049,id:29446,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3849,720575941594829014,,front_leg,orphan_neuron,,,front_leg_orphan_neuron,SNxxxx,,,,,afferent,,,,SNxxxx,id:10001,right_prothoracic_leg_nerve,,gaba,,,orphan,ventral_nerve_cord,right,sensory
3850,720575941594853590,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN00A010,,,,,intrinsic,,,00A,IN00A010,id:14690,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3851,720575941594856662,,,,,,ventral_nerve_cord_bilateral_restricted,IN16B058,,,,,intrinsic,,,16B,IN16B058,id:22184,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3852,720575941594865777,,,,,,ventral_nerve_cord_bilateral_restricted,IN16B050,,,,,intrinsic,,,16B,IN16B050,id:17420,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3853,720575941594869462,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta29,,,,id:1274,afferent,,,,SNta29,id:171925,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,left,sensory
3854,720575941594873814,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN21A022,,,,,intrinsic,,,21A,IN21A022,id:16190,,,acetylcholine,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3855,720575941594967847,,,ventral_nerve_cord_serially_convergent,tactile,,ventral_nerve_cord_bilateral_interconnecting,IN23B023,,,,,intrinsic,,,23B,IN23B023,id:16283,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3856,720575941595084071,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN19A076,,,,,intrinsic,,,19A,IN19A076,id:15848,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3857,720575941595131175,,,ventral_nerve_cord_dorsal,,,ventral_nerve_cord_ipsilateral_restricted,IN02A007,,,,,intrinsic,,,02A,IN02A007,id:16589,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3858,720575941595142102,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A052,,,,,intrinsic,,,20A.22A,IN20A.22A052,id:154467,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3859,720575941595152677,,,,,,ventral_nerve_cord_bilateral_restricted,IN14A030,,,,,intrinsic,,,14A,IN14A030,id:23245,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3860,720575941595189029,,,descending_neuron,,,,DNp18,DNp18,id:720575940618440000,,,intrinsic,,,putative_primary,DNp18,id:10021,,,acetylcholine,acetylcholine,,,neck_connective,left,descending
3861,720575941595189541,,prosternal_organ,hair_plate_neuron,proprioception,joint_angle,prosternal_hair_plate_neuron,SNpp19,,,,,afferent,,,,SNpp19,id:16823,left_prosternal_nerve,,acetylcholine,,,hair_plate,ventral_nerve_cord,left,sensory
3862,720575941595193558,,,descending_neuron,,,,DNp35,DNp35,id:720575940623276168,,,intrinsic,PVLP136,id:5813057178,SMPpv2_ventral,DNp35,id:14948,,,acetylcholine,,,,neck_connective,right,descending
3863,720575941595198501,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN03A014,,,,,intrinsic,,,03A,IN03A014,id:100139,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3864,720575941595199525,,"front_leg,trochanter",hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,,,,,,afferent,,,,,,left_prothoracic_leg_nerve,,gaba,,,hair_plate,ventral_nerve_cord,left,sensory
3865,720575941595290151,,,ascending_neuron,,,,AN14A003,,,,,intrinsic,,,14A,AN14A003,id:10750,,,glutamate,,,,neck_connective,left,ascending
3866,720575941595291687,,front_leg,chordotonal_organ_neuron,proprioception,position,front_leg_claw_chordotonal_organ_neuron,SNpp50,,,,,afferent,,,,SNpp50,id:153457,right_prothoracic_leg_nerve,,gaba,acetylcholine,,chordotonal_organ,ventral_nerve_cord,right,sensory
3867,720575941595303717,,,ascending_neuron,,,,AN07B045,AN_GNG_179,id:720575940613235423,,,intrinsic,,,07B,AN07B045,id:14926,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending
3868,720575941595310887,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN01A003,,,,,intrinsic,,,01A,IN01A003,id:10438,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3869,720575941595311143,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN13A003,,,,,intrinsic,,,13A,IN13A003,id:12376,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3870,720575941595376677,,,descending_neuron,,,,DNae007,DNae007,id:720575940615043222,,,intrinsic,,,WEDd1,DNxn143,id:26713,,,acetylcholine,,DNae007?,,neck_connective,right,descending
3871,720575941595512965,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN21A073,,,,,intrinsic,,,21A,,,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3872,720575941595517735,,,descending_neuron,,,,DNg75,DNg75,id:720575940614730914,,,intrinsic,,,putative_primary,DNg75,id:11264,,,acetylcholine,,"cDN1,DNg75?",,neck_connective,left,descending
3873,720575941595520039,,,descending_neuron,,,,DNpe041,DNpe041,id:720575940620757748,DNxl074,id:10648,intrinsic,,,DM2_central,DNxl074,id:22459,,,gaba,,,,neck_connective,left,descending
3874,720575941595529861,,,ventral_nerve_cord_centrifugal,,,ventral_nerve_cord_bilateral_interconnecting,IN11A024,,,,,intrinsic,,,11A,IN11A024,id:24429,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3875,720575941595534981,,,descending_neuron,,,,DNge025,DNge025,id:720575940618519454,,,intrinsic,,,MX12,DNfl019,id:31446,,,acetylcholine,,MX12_L_32,,neck_connective,left,descending
3876,720575941595544197,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN21A083,,,,,intrinsic,,,21A,,,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3877,720575941595563909,,front_leg,chordotonal_organ_neuron,proprioception,position,front_leg_claw_chordotonal_organ_neuron,SNpp51,,,,,afferent,,,,SNpp51,id:103750,right_prothoracic_leg_nerve,,gaba,acetylcholine,,chordotonal_organ,ventral_nerve_cord,right,sensory
3878,720575941595590951,,,descending_neuron,,,,DNae005,DNae005,id:720575940614403178,,,intrinsic,,,WEDd1,DNxl092,id:16541,,,acetylcholine,,,,neck_connective,right,descending
3879,720575941595605029,,,descending_neuron,,,,DNge071,DNge071,id:720575940610309034,,,intrinsic,,,LB6,DNg10,id:44358,,,gaba,,,,neck_connective,left,descending
3880,720575941595615783,,,descending_neuron,,,,DNg106,DNg106,id:720575940639705077,,,intrinsic,,,MX3,,,,,gaba,,,,neck_connective,left,descending
3881,720575941595712448,front_leg,,leg_motor_neuron,leg_motor,move_coxa_posterior,front_leg_motor_neuron,sternal_posterior_rotator_miller_32,,,,id:258,efferent,,,20B.21B.22B,Sternal posterior rotator MN,id:25892,right_prothoracic_accessory_nerve,,gaba,,,sternal_posterior_rotator_muscle,ventral_nerve_cord,right,motor
3882,720575941595744668,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A065,,,,,intrinsic,,,03A,IN03A065,id:17699,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3883,720575941595779484,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A061,,,,,intrinsic,,,13A,IN13A061,id:19055,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3884,720575941595827158,,,descending_neuron,,,,DNg75,DNg75,id:720575940612603289,,,intrinsic,,,putative_primary,DNg75,id:11354,,,acetylcholine,,cDN1,,neck_connective,right,descending
3885,720575941595849116,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B085,,,,,intrinsic,,,04B,IN04B085,id:18802,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3886,720575941595856540,front_leg,,leg_motor_neuron,leg_motor,flex_femur_tibia_joint,front_leg_motor_neuron,accessory_tibia_flexor_B,,,,,efferent,,,15B,Acc. ti flexor MN,id:18412,left_prothoracic_leg_nerve,,,glutamate,,accessory_tibia_flexor_muscle,ventral_nerve_cord,left,motor
3887,720575941595871424,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN06B059,,,,,intrinsic,,,06B,IN06B059,id:11521,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3888,720575941595889445,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A056,,,,,intrinsic,,,20A.22A,IN20A.22A056,id:21941,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3889,720575941595897024,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A026,,,,,intrinsic,,,08A,IN08A026,id:196542,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3890,720575941595902577,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN11A008,,,,,intrinsic,,,11A,IN11A008,id:17154,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3891,720575941595934577,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN05B017,,,,,intrinsic,,,05B,IN05B017,id:12124,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3892,720575941595940465,,,ventral_nerve_cord_serially_convergent,,,ventral_nerve_cord_bilateral_interconnecting,IN08B056,,,,,intrinsic,,,08B,IN08B056,id:15611,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3893,720575941595944305,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN12B062,,,,,intrinsic,,,12B,IN12B062,id:22738,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3894,720575941595952241,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A061,,,,,intrinsic,,,13A,IN13A061,id:37795,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3895,720575941595962737,,prosternal_organ,hair_plate_neuron,proprioception,joint_angle,prosternal_hair_plate_neuron,SNpp19,,,,id:1923,afferent,,,,SNpp19,id:22777,right_prosternal_nerve,,acetylcholine,,,hair_plate,ventral_nerve_cord,right,sensory
3896,720575941595964273,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN07B020,,,,,intrinsic,,,07B,IN07B020,id:12017,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3897,720575941595966321,,,ventral_nerve_cord_serially_convergent,,,ventral_nerve_cord_bilateral_interconnecting,IN07B012,,,,,intrinsic,,,07B,IN07B012,id:10913,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3898,720575941595982449,,"coxa,front_leg",hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,SNpp52,,,,id:1962,afferent,,,,SNpp52,id:17486,left_dorsal_prothoracic_nerve,,gaba,,CoHP3,"CoHP3,hair_plate",ventral_nerve_cord,left,sensory
3899,720575941596094757,,,descending_neuron,,,,DNg67,DNg67,id:720575940612648106,,,intrinsic,,,putative_primary,DNg67,id:39006,,,acetylcholine,,,,neck_connective,left,descending
3900,720575941596118311,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A061,,,,,intrinsic,,,13A,,,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3901,720575941596141445,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta40,,,,,afferent,,,,SNta40,id:45416,left_prothoracic_leg_nerve,,gaba,,,bristle,ventral_nerve_cord,left,sensory
3902,720575941596205425,,,descending_neuron,,,,DNg106,DNg106,id:720575940660269185,,,intrinsic,,,MX3,DNg106,id:29695,,,gaba,,,,neck_connective,left,descending
3903,720575941596218225,,,descending_neuron,,,,DNg09,DNg09,id:720575940629742718,,,intrinsic,,,LB7,DNxn144,id:43801,,,acetylcholine,acetylcholine,,,neck_connective,right,descending
3904,720575941596424581,,,descending_neuron,,,,oviDNb,oviDNb,id:720575940603980256,,,intrinsic,oviDNb,id:519949044,SMPpv1,,,,,gaba,acetylcholine,,,neck_connective,right,descending
3905,720575941596426373,,prosternal_organ,hair_plate_neuron,proprioception,joint_angle,prosternal_hair_plate_neuron,SNpp19,,,,id:1923,afferent,,,,SNpp19,id:154060,right_prosternal_nerve,,acetylcholine,,,hair_plate,ventral_nerve_cord,right,sensory
3906,720575941596430213,,,ventral_nerve_cord_serially_convergent,,,ventral_nerve_cord_bilateral_interconnecting,IN18B016,,,,,intrinsic,,,18B,IN18B016,id:11668,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3907,720575941596431749,,,descending_neuron,,,,DNpe004,DNpe004,id:720575940635464343,,,intrinsic,,,putative_primary,DNut042,id:32431,,,acetylcholine,,,,neck_connective,left,descending
3908,720575941596553511,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN17A017,,,,,intrinsic,,,17A,IN17A017,id:11812,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3909,720575941596596357,,,descending_neuron,,,,DNpe035,DNpe035,id:720575940610715346,,,intrinsic,,,SMPpv1,DNit004,id:41456,,,acetylcholine,,,,neck_connective,right,descending
3910,720575941596600709,,,descending_neuron,,,,DNge116,DNge116,id:720575940640140733,,,intrinsic,,,LB7,DNut034,id:43795,,,acetylcholine,,,,neck_connective,left,descending
3911,720575941596702597,,,ascending_neuron,,,,AN08B009,AN_GNG_SAD_8,id:720575940629176007,,,intrinsic,,,08B,AN08B009,id:11161,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending
3912,720575941596748933,,,descending_neuron,,,,DNbe002,DNbe002,id:720575940619116061,,,intrinsic,,,putative_primary,DNxl106,id:13419,,,acetylcholine,,,,neck_connective,right,descending
3913,720575941596805233,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta21,,,,,afferent,,,,SNta21,id:177220,right_prothoracic_leg_nerve,,gaba,,,bristle,ventral_nerve_cord,right,sensory
3914,720575941597051761,,,descending_neuron,,,,DNpe053,DNpe053,id:720575940624402173,,,intrinsic,,,putative_primary,DNxn177,id:14999,,,acetylcholine,,,,neck_connective,left,descending
3915,720575941597089137,,,descending_neuron,,,,DNg01,DNg01,id:720575940612804862,,,intrinsic,,,LB12,DNlt010,id:27358,,,acetylcholine,,,,neck_connective,right,descending
3916,720575941597293724,,,ascending_neuron,,,,AN07B042,AN_GNG_177,id:720575940606552450,,,intrinsic,,,07B,AN07B042,id:17163,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending
3917,720575941597345692,,,descending_neuron,,,,DNge035,DNge035,id:720575940620298772,,,intrinsic,,,putative_primary,,,,,gaba,,,,neck_connective,left,descending
3918,720575941597545664,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN07B020,,,,,intrinsic,,,07B,IN07B020,id:12071,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3919,720575941597694761,,front_leg,campaniform_sensillum_neuron,proprioception,mechanical_strain,front_leg_campaniform_sensillum_neuron,SNxxxx,,,,,afferent,,,,SNxxxx,id:10001,right_prothoracic_leg_nerve,,gaba,,,orphan,ventral_nerve_cord,right,sensory
3920,720575941597855273,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A065,,,,,intrinsic,,,03A,IN03A065,id:18774,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3921,720575941597899049,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A036,,,,,intrinsic,,,08A,IN08A036,id:22398,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3922,720575941597911849,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A041,,,,,intrinsic,,,13A,,,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3923,720575941597912617,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN13B058,,,,,intrinsic,,,13B,,,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3924,720575941598302364,,front_leg,,,,putative_front_leg_hair_plate_neuron,,,,,,afferent,,,,,,left_prothoracic_leg_nerve,,gaba,,,,ventral_nerve_cord,left,sensory
3925,720575941598321564,,,single_leg_neuromere,proprioception,,ventral_nerve_cord_bilateral_restricted,IN23B024,,,,,intrinsic,,,23B,IN23B024,id:101952,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3926,720575941598321820,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN09B005,,,,,intrinsic,,,09B,IN09B005,id:166548,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3927,720575941598469276,,,descending_neuron,,,,DNg68,DNg68,id:720575940629543409,,,intrinsic,,,MX12__prim,DNg68,id:13553,,,gaba,,,,neck_connective,left,descending
3928,720575941598492457,,,descending_neuron,,,,DNg05_b,DNg05_b,id:720575940622347784,,,intrinsic,,,LB12,DNg05,id:28527,,,acetylcholine,,,,neck_connective,left,descending
