w_idx,pt_root_id,body_part_effector,body_part_sensory,cell_class,cell_function,cell_function_detailed,cell_sub_class,cell_type,fafb_783_cell_type,fafb_783_match_id,fanc_1116_cell_type,fanc_1116_match_id,flow,hemibrain_121_cell_type,hemibrain_121_match_id,hemilineage,manc_121_cell_type,manc_121_match_id,nerve,neuropeptide_verified,neurotransmitter_predicted,neurotransmitter_verified,other_names,peripheral_target_type,region,side,super_class
3929,720575941598566812,,,ascending_neuron,,,,AN09B006,AN_GNG_28,id:720575940634057335,,,intrinsic,,,09B,AN09B006,id:12143,,,acetylcholine,,,,neck_connective,right,ascending
3930,720575941598633769,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN12B059,,,,,intrinsic,,,12B,IN12B059,id:22982,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3931,720575941598660288,,,ascending_neuron,,,,AN12B060,AN_GNG_188,id:720575940612713322,,,intrinsic,,,12B,AN12B060,id:21549,,,gaba,gaba,,,neck_connective,right,ascending
3932,720575941598693824,,,descending_neuron,,,,DNp17,DNp17,id:720575940628398202,,,intrinsic,,,PSp2,DNnt010,id:37876,,,acetylcholine,,,,neck_connective,left,descending
3933,720575941598907072,,,descending_neuron,,,,DNa13,DNa13,id:720575940616286175,,,intrinsic,,,WEDd1,DNa13,id:10967,,,acetylcholine,,,,neck_connective,left,descending
3934,720575941598950556,,,descending_neuron,,,,DNg27,DNg27,id:720575940619757366,,,intrinsic,,,putative_primary,DNg27,id:13061,,,glutamate,"acetylcholine,glutamate",,,neck_connective,left,descending
3935,720575941598954908,,"front_leg,trochanter",hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,SNppxx,,,,,afferent,,,,SNppxx,id:68749,right_prothoracic_leg_nerve,,gaba,,,hair_plate,ventral_nerve_cord,right,sensory
3936,720575941599034560,,,descending_neuron,,,,DNde005,DNde005,id:720575940627368723,,,intrinsic,,,putative_primary,DNg107,id:24267,,,acetylcholine,,,,neck_connective,left,descending
3937,720575941599049152,,,descending_neuron,,,,DNpe004,DNpe004,id:720575940605009097,,,intrinsic,,,putative_primary,DNut042,id:30531,,,acetylcholine,,,,neck_connective,right,descending
3938,720575941599277212,,,descending_neuron,,,,DNg87,DNg87,id:720575940628125715,,,intrinsic,,,LB7__prim,DNg87,id:15772,,,acetylcholine,,,,neck_connective,left,descending
3939,720575941599279516,,,descending_neuron,,,,DNa12,aSP22,id:720575940631520312,,,intrinsic,DNa08,id:1074782432,WEDd1,aSP22,id:11327,,,acetylcholine,,,,neck_connective,right,descending
3940,720575941599433664,,,ventral_nerve_cord_centrifugal,,,ventral_nerve_cord_bilateral_interconnecting,IN06B028,,,,,intrinsic,,,06B,IN06B028,id:227869,,,gaba,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3941,720575941599457065,,,ventral_nerve_cord_centripetal,tactile,,ventral_nerve_cord_bilateral_interconnecting,IN23B023,,,,,intrinsic,,,23B,IN23B023,id:16637,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3942,720575941599691200,,,descending_neuron,,,,DNde005,DNde005,id:720575940623385894,,,intrinsic,VES028,id:1786255235,putative_primary,DNxl098,id:14910,,,acetylcholine,,,,neck_connective,right,descending
3943,720575941600523305,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN12B030,,,,,intrinsic,,,12B,IN12B030,id:19698,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3944,720575941600535593,,,,,,ventral_nerve_cord_ipsilateral_interconnecting,IN04B004,,,,,intrinsic,,,04B,IN04B004,id:10873,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3945,720575941601114102,,,ascending_neuron,,,,AN17A013,AN_GNG_137,id:720575940607118275,,,intrinsic,,,17A,AN17A013,id:11714,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
3946,720575941601224121,,,,proprioception,,ventral_nerve_cord_contralateral_restricted,IN14A075,,,,,intrinsic,,,14A,IN14A075,id:38507,,,glutamate,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3947,720575941601256633,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN12B049,,,,,intrinsic,,,12B,IN12B049,id:20322,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3948,720575941601294889,,"front_leg,trochanter",hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,SNpp52,,,,,afferent,,,,SNpp52,id:21695,right_prothoracic_leg_nerve,,gaba,,,hair_plate,ventral_nerve_cord,right,sensory
3949,720575941601297705,,,descending_neuron,,,,DNde001,DNde001,id:720575940620749807,,,intrinsic,,,putative_primary,DNxl096,id:18730,,,glutamate,,,,neck_connective,right,descending
3950,720575941601325046,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN01B051,,,,,intrinsic,,,01B,IN01B051,id:155388,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3951,720575941601470454,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN08A049,,,,,intrinsic,,,08A,IN08A049,id:11452,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3952,720575941601591337,,,sequential_leg_neuromeres,,,ventral_nerve_cord_ipsilateral_interconnecting,IN03A009,,,,,intrinsic,,,03A,IN03A009,id:12276,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3953,720575941601865769,,front_leg,campaniform_sensillum_neuron,proprioception,mechanical_strain,front_leg_campaniform_sensillum_neuron,SNppxx,,,,,afferent,,,,SNppxx,id:40562,right_prothoracic_leg_nerve,,gaba,,,campaniform_sensillum,ventral_nerve_cord,right,sensory
3954,720575941602242750,,,ascending_neuron,,,,IN08B003_AN,,,,,intrinsic,,,,IN08B003,id:10391,,,gaba,,,,neck_connective,right,ascending
3955,720575941602323897,,,descending_neuron,,,,DNa04,DNa04,id:720575940627432680,,,intrinsic,,,WEDd1,DNa04,id:11123,,,acetylcholine,acetylcholine,,,neck_connective,right,descending
3956,720575941602343870,,,,,,ventral_nerve_cord_contralateral_restricted,IN12B084,,,,,intrinsic,,,12B,IN12B084,id:26220,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3957,720575941602711737,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN19A063,,,,,intrinsic,,,19A,IN19A063,id:28251,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3958,720575941602726078,,,descending_neuron,,,,DNge109,DNge109,id:720575940621121159,,,intrinsic,,,LB7,DNut042,id:38785,,,acetylcholine,,,,neck_connective,right,descending
3959,720575941602833593,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta29,,,,,afferent,,,,SNta29,id:171925,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,left,sensory
3960,720575941602854841,,,descending_neuron,,,,DNge081,DNge081,id:720575940618594117,,,intrinsic,,,putative_primary,DNxl087,id:17291,,,acetylcholine,,,,neck_connective,right,descending
3961,720575941602872054,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN19A122,,,,,intrinsic,,,19A,IN19A122,id:20818,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3962,720575941602974649,,,descending_neuron,,,,DNpe054,DNpe054,id:720575940632379071,,,intrinsic,,,PSp2,DNnt011,id:33957,,,acetylcholine,,,,neck_connective,right,descending
3963,720575941603190006,,,,,,,,,,,,intrinsic,,,,,,,,serotonin,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3964,720575941603438777,,,descending_neuron,,,,DNg07,DNg07,id:720575940626027752,,,intrinsic,,,LB7,DNg07,id:35897,,,acetylcholine,,,,neck_connective,right,descending
3965,720575941603685817,,,ascending_neuron,,,,ANXXX024,AN_GNG_169,id:720575940641824200,,,intrinsic,,,TBD,ANXXX024,id:10821,,,acetylcholine,,,,neck_connective,right,ascending
3966,720575941603718073,,,ascending_neuron,,,,AN12A017,,,,,intrinsic,,,12A,AN12A017,id:13122,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
3967,720575941603720377,,,descending_neuron,,,,DNp52,DNp52,id:720575940625513360,,,intrinsic,,,putative_primary,,,,,dopamine,,,,neck_connective,right,descending
3968,720575941603735481,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN13B022,,,,,intrinsic,,,13B,IN13B022,id:17374,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3969,720575941603737273,,front_leg,chordotonal_organ_neuron,proprioception,position,front_leg_claw_chordotonal_organ_neuron,SNpp50,,,,,afferent,,,,SNpp50,id:96728,left_prothoracic_leg_nerve,,gaba,acetylcholine,claw,chordotonal_organ,ventral_nerve_cord,left,sensory
3970,720575941603744697,,,descending_neuron,,,,DNge032,DNge032,id:720575940618663838,,,intrinsic,,,MD3,DNxl108,id:12969,,,acetylcholine,,,,neck_connective,left,descending
3971,720575941603750329,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN08A005,,,,,intrinsic,,,08A,IN08A005,id:10653,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3972,720575941603770041,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta41,,,,,afferent,,,,SNta41,id:46878,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,left,sensory
3973,720575941603785913,,,descending_neuron,,,,DNge026,DNge026,id:720575940628441862,,,intrinsic,,,putative_primary,DNnt017,id:19554,,,glutamate,,,,neck_connective,left,descending
3974,720575941603791350,,,descending_neuron,,,,DNg76,DNg76,id:720575940620622708,,,intrinsic,,,putative_primary,DNg76,id:15829,,,acetylcholine,,,,neck_connective,right,descending
3975,720575941603878646,,,,,,ventral_nerve_cord_bilateral_restricted,IN12B081,,,,,intrinsic,,,12B,IN12B081,id:26984,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3976,720575941603886582,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,INXXX464,,,,,intrinsic,,,TBD,INXXX464,id:10274,,,acetylcholine,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3977,720575941603896254,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN16B094,,,,,intrinsic,,,16B,IN16B094,id:21995,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3978,720575941603899070,,,,,,ventral_nerve_cord_bilateral_restricted,IN16B061,,,,,intrinsic,,,16B,IN16B061,id:24960,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3979,720575941603905014,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A069,,,,,intrinsic,,,03A,IN03A069,id:25939,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3980,720575941603980734,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN13A018,,,,,intrinsic,,,13A,IN13A018,id:12119,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3981,720575941604056505,,,ascending_neuron,,,,AN09B007,AN_AVLP_SAD_1,id:720575940625486357,,,intrinsic,,,09B,AN09B007,id:13984,,,acetylcholine,,,,neck_connective,right,ascending
3982,720575941604058046,,front_leg,chordotonal_organ_neuron,proprioception,position,front_leg_claw_chordotonal_organ_neuron,SNpp50,,,,,afferent,,,,SNpp50,id:163745,left_prothoracic_leg_nerve,,gaba,acetylcholine,claw,chordotonal_organ,ventral_nerve_cord,left,sensory
3983,720575941604082361,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN13A006,,,,,intrinsic,,,13A,IN13A006,id:11640,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3984,720575941604343225,,,descending_neuron,,,,DNg08_a,DNg08_a,id:720575940635564896,,,intrinsic,,,MX3,DNg08,id:18953,,,gaba,,,,neck_connective,right,descending
3985,720575941604343737,,,descending_neuron,,,,DNg110,DNg110,id:720575940623491987,,,intrinsic,,,LB12,DNg110,id:24679,,,acetylcholine,,,,neck_connective,right,descending
3986,720575941604585662,,,descending_neuron,,,,DNg106,DNg106,id:720575940628467830,,,intrinsic,,,MX3,DNg106,id:27737,,,gaba,,,,neck_connective,right,descending
3987,720575941604728766,,,,tactile,,ventral_nerve_cord_ipsilateral_restricted,IN01B063,,,,,intrinsic,,,01B,IN01B063,id:100318,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3988,720575941604872557,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN09A071,,,,,intrinsic,,,09A,IN09A071,id:24416,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3989,720575941604943725,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN03A005,,,,,intrinsic,,,03A,IN03A005,id:11133,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3990,720575941604952685,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN04B031,,,,,intrinsic,,,04B,IN04B031,id:17678,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
3991,720575941604982462,,,descending_neuron,,,,DNg08_b,DNg08_b,id:720575940621274845,,,intrinsic,,,MX3,DNg07,id:35897,,,gaba,,,,neck_connective,right,descending
3992,720575941605018046,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN13A012,,,,,intrinsic,,,13A,IN13A012,id:10553,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3993,720575941605019582,front_leg,,leg_motor_neuron,leg_motor,extend_femur_tibia_joint,front_leg_motor_neuron,tibia_extensor_SETi,,,,,efferent,,,TBD,Ti extensor MN,id:13115,right_prothoracic_leg_nerve,,acetylcholine,,"SETi,slow tibia extensor",tibia_extensor_muscle,ventral_nerve_cord,right,motor
3994,720575941605048310,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A052,,,,,intrinsic,,,20A.22A,IN20A.22A052,id:23221,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
3995,720575941605091518,,,descending_neuron,,,,DNge085,DNge085,id:720575940623968612,,,intrinsic,,,LB6,DNnt011,id:34390,,,gaba,,,,neck_connective,right,descending
3996,720575941605174462,,,ascending_neuron,,,,AN05B007,AN_GNG_109,id:720575940640096976,,,intrinsic,,,05B,AN05B007,id:10381,,,gaba,gaba,,,neck_connective,right,ascending
3997,720575941605475774,,"coxa,front_leg",hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,SNpp45,,,,,afferent,,,,SNpp45,id:45389356381,right_ventral_prothoracic_nerve,,acetylcholine,,CoHP8,"CoHP8,hair_plate",ventral_nerve_cord,right,sensory
3998,720575941605523902,,,descending_neuron,,,,DNp44,DNp44,id:720575940627582724,,,intrinsic,,,primary,DNp44,id:17507,,,acetylcholine,,,,neck_connective,left,descending
3999,720575941605600109,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN16B029,,,,,intrinsic,,,16B,IN16B029,id:102493,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
4000,720575941605744062,,front_leg,chordotonal_organ_neuron,proprioception,position,front_leg_claw_chordotonal_organ_neuron,SNpp51,,,,,afferent,,,,SNpp51,id:205335,right_prothoracic_leg_nerve,,gaba,acetylcholine,claw,chordotonal_organ,ventral_nerve_cord,right,sensory
4001,720575941606542701,,,descending_neuron,,,,DNg07,DNg07,id:720575940614181585,,,intrinsic,,,LB7,DNut036,id:40234,,,acetylcholine,,,,neck_connective,right,descending
4002,720575941606629485,,,descending_neuron,,,,,,,,,intrinsic,,,,,,,,acetylcholine,,,,neck_connective,left,descending
4003,720575941606636909,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN12B026,,,,,intrinsic,,,12B,IN12B026,id:17174,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
4004,720575941606662509,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNxxxx,,,,,afferent,,,,SNxxxx,id:47532,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,left,sensory
4005,720575941607119725,,,descending_neuron,,,,DNge059,DNge059,id:720575940615671106,,,intrinsic,,,putative_primary,DNxl116,id:12455,,,acetylcholine,,,,neck_connective,left,descending
4006,720575941607559277,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A035,,,,,intrinsic,,,13A,IN13A035,id:22088,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
4007,720575941607583341,,"coxa,front_leg",hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,SNpp52,,,,,afferent,,,,SNpp52,id:11399,left_dorsal_prothoracic_nerve,,acetylcholine,,CoHP3,"CoHP3,hair_plate",ventral_nerve_cord,left,sensory
4008,720575941607605101,,,,,,,,,,,,intrinsic,,,,,,,,acetylcholine,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
4009,720575941607634285,,,descending_neuron,,,,oviDNa_b,oviDNa_b,id:720575940621257340,,,intrinsic,,,SMPpv1,,,,,gaba,acetylcholine,oviDNb-like,,neck_connective,left,descending
4010,720575941607672685,,,ascending_neuron,,,,AN17A024,AN_GNG_167,id:720575940622488103,,,intrinsic,,,17A,AN17A024,id:12348,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
4011,720575941607693421,,,descending_neuron,,,,DNg111,DNg111,id:720575940631705130,,,intrinsic,,,MX12__prim,DNg111,id:16814,,,glutamate,,,,neck_connective,left,descending
4012,720575941607851117,,,ascending_neuron,,,,AN05B100,SA_VTV_PDMN_1,id:720575940622929847,,,intrinsic,,,05B,AN05B100,id:12924,,,gaba,,,,neck_connective,right,ascending
4013,720575941608250954,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN08B037,,,,,intrinsic,,,08B,IN08B037,id:14756,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
4014,720575941608273226,front_leg,,leg_motor_neuron,leg_motor,unknown_leg_movement,front_leg_motor_neuron,femur_reductor,,,,,efferent,,,TBD,Fe reductor MN,id:12891,right_prothoracic_leg_nerve,,gaba,,,femur_reductor_muscle,ventral_nerve_cord,right,motor
4015,720575941608310346,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN12A008,,,,,intrinsic,,,12A,IN12A008,id:11593,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
4016,720575941608317037,,,ascending_neuron,,,,AN07B017,AN_GNG_41,id:720575940632834911,,,intrinsic,,,07B,AN07B017,id:11560,,,glutamate,,,,neck_connective,right,ascending
4017,720575941608358730,,prosternal_organ,hair_plate_neuron,proprioception,joint_angle,prosternal_hair_plate_neuron,SNpp19,,,,,afferent,,,,SNpp19,id:170624,right_prosternal_nerve,,acetylcholine,,,hair_plate,ventral_nerve_cord,right,sensory
4018,720575941608423754,,,,,,ventral_nerve_cord_bilateral_restricted,IN01A072,,,,,intrinsic,,,01A,IN01A072,id:25064,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
4019,720575941608429386,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN03A087,,,,,intrinsic,,,03A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
4020,720575941608442442,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_interconnecting,IN09A054,,,,,intrinsic,,,09A,IN09A054,id:21904,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
4021,720575941608733673,,,descending_neuron,,,,DNge114,DNge114,id:720575940630333911,,,intrinsic,,,LB7,DNut042,id:30119,,,acetylcholine,,,,neck_connective,right,descending
4022,720575941608884969,neck,,ventral_nerve_cord_neurosecretory_cell,,,neck_neurosecretory_cell,EN21X001,,,,,efferent,,,21X,EN21X001,id:16273,right_dorsal_prothoracic_nerve,,,,T1 “multinerve” neuron,,ventral_nerve_cord,right,visceral_circulatory
4023,720575941608899049,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN21A038,,,,,intrinsic,,,21A,,,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
4024,720575941608918249,,,,,,ventral_nerve_cord_bilateral_restricted,IN04B039,,,,,intrinsic,,,04B,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
4025,720575941609001034,,,,,,ventral_nerve_cord_ipsilateral_interconnecting,IN03B022,,,,,intrinsic,,,03B,IN03B022,id:11423,,,gaba,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
4026,720575941609235302,,,descending_neuron,,,,DNge090,DNge090,id:720575940625047815,,,intrinsic,,,LB7,DNut054,id:22290,,,acetylcholine,,,,neck_connective,left,descending
4027,720575941609346534,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A039,,,,,intrinsic,,,20A.22A,IN20A.22A039,id:23131,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
4028,720575941609348525,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A036,,,,,intrinsic,,,08A,,,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
4029,720575941609411245,,,,,,ventral_nerve_cord_bilateral_restricted,IN03A051,,,,,intrinsic,,,03A,IN03A051,id:16997,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
4030,720575941609419878,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A051,,,,,intrinsic,,,13A,IN13A051,id:101053,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
4031,720575941609426918,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A051,,,,,intrinsic,,,13A,IN13A051,id:29980,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
4032,720575941609538150,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A089,,,,,intrinsic,,,20A.22A,IN20A.22A089,id:30459,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
