,index,id,created,superceded_id,valid,classification_system,cell_type,pt_supervoxel_id,pt_root_id,pt_position_nrn,w_type,sign,w_idx,pt_position_soma,surf_area_um2,motor module,step contribution,class
0,0,2035,2023-04-24 14:42:19.357167+00:00,,t,neck connective (left),BDN2,73115599907537415,648518346459693060,[31751 75200  1673],DNg100,1,0,,23069.083942,,,descending neuron
1,0,2143,2024-01-08 20:53:15.131162+00:00,,t,01A,01A,73468131427083744,648518346504284712,[41340 96096  2759],01A,1,1,[38168 90824  2634],9469.012551,,,intrinsic neuron
2,1,2144,2024-01-08 20:53:15.158995+00:00,,t,01A,01A,73186656181815355,648518346497947239,[33186 95356  2194],01A,1,2,[37696 90560  2006],3063.941793,,,intrinsic neuron
3,2,2145,2024-01-08 20:53:15.172331+00:00,,t,01A,01A,73327393938694824,648518346475560289,[38436 95894  2759],01A,1,3,[41752 83872  2221],4396.551071,,,intrinsic neuron
4,3,2151,2024-01-08 20:53:15.248424+00:00,,t,01A,01A,73397831402402673,648518346486131838,[39600 96566  2759],01A,1,4,[42744 89528  2353],11461.846836,,,intrinsic neuron
5,4,2146,2024-01-08 20:53:15.184713+00:00,,t,01A,01A,73327393938687488,648518346498391962,[38630 95759  2759],01A,1,5,[41432 92096  2530],12912.334037,,,intrinsic neuron
6,5,2147,2024-01-08 20:53:15.196869+00:00,,t,01A,01A,73397762682900714,648518346498354258,[38976 95913  2758],01A,1,6,[44336 78800  2031],2368.57077,,,intrinsic neuron
7,6,2221,2024-01-08 20:53:16.158241+00:00,,t,03A,03A,72624462142676151,648518346467000942,[ 17856 117476   2214],03A,1,7,[  9724 121984   2723],4155.158243,,,intrinsic neuron
8,7,2148,2024-01-08 20:53:15.210115+00:00,,t,01A,01A,73397831402375960,648518346491645370,[39077 96687  2759],01A,1,8,[42688 93376  2062],2715.495493,,,intrinsic neuron
9,8,2149,2024-01-08 20:53:15.223690+00:00,,t,01A,01A,73327393938634520,648518346478252013,[37616 95622  2727],01A,1,9,[40352 96136  1990],10145.226567,,,intrinsic neuron
10,9,2150,2024-01-08 20:53:15.235481+00:00,,t,01A,01A,73397831402380625,648518346514134315,[39313 96270  2759],01A,1,10,[42568 88776  2077],5346.567582,,,intrinsic neuron
11,10,2152,2024-01-08 20:53:15.260304+00:00,,t,01A,01A,73186725102833979,648518346502639783,[33830 96723  2665],01A,1,11,[42136 91664  2024],8835.425056,,,intrinsic neuron
12,11,2153,2024-01-08 20:53:15.272390+00:00,,t,01A,01A,73397762682888298,648518346481398629,[40267 95756  2759],01A,1,12,[41600 89512  2497],6666.856581,,,intrinsic neuron
13,12,2154,2024-01-08 20:53:15.284097+00:00,,t,01A,01A,73186656181788155,648518346494662888,[32903 95900  2194],01A,1,13,[32976 79208  1951],1870.618197,,,intrinsic neuron
14,13,2155,2024-01-08 20:53:15.296430+00:00,,t,01A,01A,73186656181833810,648518346515152711,[32903 95686  2194],01A,1,14,[38000 87936  1781],2457.123888,,,intrinsic neuron
15,14,2156,2024-01-08 20:53:15.308975+00:00,,t,01A,01A,73186656181819926,648518346515927626,[33036 95313  2194],01A,1,15,[35864 89640  1815],4387.590268,,,intrinsic neuron
16,15,2157,2024-01-08 20:53:15.321123+00:00,,t,01A,01A,73327393938702009,648518346480013029,[37610 95860  2759],01A,1,16,[42696 85568  1822],1672.980387,,,intrinsic neuron
17,16,2158,2024-01-08 20:53:15.332895+00:00,,t,01A,01A,73397762682910362,648518346489641305,[39180 96080  2759],01A,1,17,[42664 86040  2112],2457.330134,,,intrinsic neuron
18,17,2159,2024-01-08 20:53:15.345073+00:00,,t,01A,01A,73397762682908049,648518346500315654,[39252 96120  2759],01A,1,18,[42688 84072  2119],2217.627689,,,intrinsic neuron
19,18,2160,2024-01-08 20:53:15.355872+00:00,,t,01A,01A,73327393938704321,648518346491117176,[37933 95755  2759],01A,1,19,[42784 90400  2027],2244.139548,,,intrinsic neuron
20,19,2161,2024-01-08 20:53:15.367051+00:00,,t,01A,01A,73186656181793722,648518346483171302,[33444 94933  2194],01A,1,20,[34296 83952  1836],1376.080275,,,intrinsic neuron
21,20,2162,2024-01-08 20:53:15.378818+00:00,,t,01A,01A,73327462658237755,648518346495837858,[38576 96970  2759],01A,1,21,[40944 91016  1857],3425.896466,,,intrinsic neuron
22,21,2163,2024-01-08 20:53:15.392119+00:00,,t,01A,01A,73327462658222796,648518346510172454,[38170 96752  2759],01A,1,22,[39624 92960  1924],3856.433025,,,intrinsic neuron
23,22,2164,2024-01-08 20:53:15.404258+00:00,,t,01A,01A,73186656383338694,648518346488991501,[34387 96049  2665],01A,1,23,[37576 92112  2651],7983.158956,,,intrinsic neuron
24,23,2165,2024-01-08 20:53:15.415818+00:00,,t,01B,01B,72553819258849982,648518346496378743,[ 14395 109627   3662],01B,-1,24,[ 11336 114944   3323],1425.977428,,,intrinsic neuron
25,24,2166,2024-01-08 20:53:15.429020+00:00,,t,01B,01B,72483450514654520,648518346477269520,[ 13973 109593   3662],01B,-1,25,[  9216 110384   3260],3954.380045,,,intrinsic neuron
26,25,2167,2024-01-08 20:53:15.440846+00:00,,t,01B,01B,72342712757771619,648518346480237990,[  9180 109959   3116],01B,-1,26,[  8848 112336   3077],4838.071862,,,intrinsic neuron
27,26,2168,2024-01-08 20:53:15.453174+00:00,,t,01B,01B,72624256722579491,648518346499621467,[ 16631 112419   3694],01B,-1,27,[ 18144 115376   3740],3929.810609,,,intrinsic neuron
28,27,2169,2024-01-08 20:53:15.465051+00:00,,t,01B,01B_primary,72413150355710038,648518346531671834,[ 11327 110634   3395],01B,-1,28,[ 10352 113152   3244],18439.21523,,,intrinsic neuron
29,28,2170,2024-01-08 20:53:15.477227+00:00,,t,02A,02A,73257300273743262,648518346504366316,[ 35710 103157   3139],02A,-1,29,[33600 95912  3117],3169.186518,,,intrinsic neuron
30,29,2171,2024-01-08 20:53:15.490560+00:00,,t,03A,03A,72624462142673483,648518346512118207,[ 18189 117106   2214],03A,1,30,[ 12728 115580   2467],2808.05434,,,intrinsic neuron
31,30,2172,2024-01-08 20:53:15.505063+00:00,,t,03A,03A,72624462142673539,648518346512215999,[ 18100 117249   2214],03A,1,31,[ 10072 117608   3065],3412.36548,,,intrinsic neuron
32,31,2173,2024-01-08 20:53:15.516366+00:00,,t,03A,03A,72624462142673620,648518346494217248,[ 17379 117350   2214],03A,1,32,[  8312 120176   2559],4515.586232,,,intrinsic neuron
33,32,2174,2024-01-08 20:53:15.528204+00:00,,t,03A,03A,72624462142670938,648518346500050387,[ 18012 117280   2214],03A,1,33,[  8504 120592   2784],5076.877,,,intrinsic neuron
34,33,2175,2024-01-08 20:53:15.541102+00:00,,t,03A,03A,72624462142702626,648518346470621438,[ 18000 116903   2214],03A,1,34,[  7360 121704   1899],4044.947801,,,intrinsic neuron
35,34,2176,2024-01-08 20:53:15.553526+00:00,,t,03A,03A,72624462142692633,648518346495817323,[ 18146 117280   2214],03A,1,35,[  8480 119400   2927],3378.929927,,,intrinsic neuron
36,35,2177,2024-01-08 20:53:15.565266+00:00,,t,03A,03A,72624462142670758,648518346477883406,[ 17792 117046   2214],03A,1,36,[  7360 122080   2014],3118.35209,,,intrinsic neuron
37,36,2178,2024-01-08 20:53:15.579536+00:00,,t,03A,03A,72624393423166692,648518346511874239,[ 18093 116732   2214],03A,1,37,[  8280 122944   2001],5075.766232,,,intrinsic neuron
38,37,2179,2024-01-08 20:53:15.593022+00:00,,t,03A,03A,72694830886819906,648518346491797054,[ 19360 117893   2214],03A,1,38,[ 11888 120688   3479],6949.52815,,,intrinsic neuron
39,38,2180,2024-01-08 20:53:15.607865+00:00,,t,03A,03A,72624462142690391,648518346490227227,[ 17414 117486   2214],03A,1,39,[  7840 121728   2218],3221.43809,,,intrinsic neuron
40,39,2181,2024-01-08 20:53:15.619937+00:00,,t,03A,03A,72624462142678586,648518346511163189,[ 17943 117486   2214],03A,1,40,[  8352 121280   3047],5088.235706,,,intrinsic neuron
41,40,2182,2024-01-08 20:53:15.631913+00:00,,t,03A,03A,72694762167359474,648518346494471301,[ 18556 116663   2214],03A,1,41,[  6656 122912   1677],3956.197908,,,intrinsic neuron
42,41,2183,2024-01-08 20:53:15.645103+00:00,,t,03A,03A,72624462142685642,648518346498565681,[ 17407 117443   2214],03A,1,42,[  7528 123024   2231],4040.002446,,,intrinsic neuron
43,42,2184,2024-01-08 20:53:15.657563+00:00,,t,03A,03A,72694830886841625,648518346494334696,[ 18603 116770   2214],03A,1,43,[  6632 122656   1840],4722.85024,,,intrinsic neuron
44,43,2185,2024-01-08 20:53:15.671701+00:00,,t,03A,03A,72624462142678534,648518346491887121,[ 17502 117407   2214],03A,1,44,[  7312 120128   2545],3823.672483,,,intrinsic neuron
45,44,2186,2024-01-08 20:53:15.685519+00:00,,t,03A,03A,72624462142658447,648518346497059044,[ 18339 117374   2214],03A,1,45,[ 10080 118728   2721],8109.54029,,,intrinsic neuron
46,45,2187,2024-01-08 20:53:15.700615+00:00,,t,03A,03A,72624462142676309,648518346491067565,[ 17983 117696   2214],03A,1,46,[  9216 122048   2849],16962.838849,,,intrinsic neuron
47,46,2188,2024-01-08 20:53:15.713736+00:00,,t,03A,03A,72624462142668156,648518346499205185,[ 18193 116856   2214],03A,1,47,[  6728 121200   2081],4659.616776,,,intrinsic neuron
48,47,2189,2024-01-08 20:53:15.726110+00:00,,t,03A,03A,72624462142685854,648518346497189036,[ 18176 117777   2214],03A,1,48,[  9632 121208   3053],7530.391929,,,intrinsic neuron
49,48,2190,2024-01-08 20:53:15.738651+00:00,,t,03A,03A,72624462142683320,648518346507697273,[ 17559 117466   2214],03A,1,49,[  7216 122104   2466],3514.266588,,,intrinsic neuron
50,49,2191,2024-01-08 20:53:15.751251+00:00,,t,03A,03A,72694830886832280,648518346467249134,[ 19280 117834   2214],03A,1,50,[ 12504 120656   3360],7906.288334,,,intrinsic neuron
51,50,2192,2024-01-08 20:53:15.763883+00:00,,t,03A,03A,72624462142673504,648518346484153117,[ 18022 117162   2214],03A,1,51,[ 10768 117312   2862],3168.755698,,,intrinsic neuron
52,51,2193,2024-01-08 20:53:15.776608+00:00,,t,03A,03A,72624462142673638,648518346520432209,[ 17643 117413   2214],03A,1,52,[  8488 121512   2404],4910.251986,,,intrinsic neuron
53,52,2194,2024-01-08 20:53:15.789042+00:00,,t,03A,03A,72624462142676249,648518346496735100,[ 17843 117667   2214],03A,1,53,[ 10375 119979   2407],5173.522997,,,intrinsic neuron
54,53,2195,2024-01-08 20:53:15.801981+00:00,,t,03A,03A,72624462142683265,648518346507516793,[ 17935 117418   2214],03A,1,54,[  6960 122792   2403],3139.226231,,,intrinsic neuron
55,54,2196,2024-01-08 20:53:15.814736+00:00,,t,03A,03A,72694830886839914,648518346494246023,[ 19597 118201   2214],03A,1,55,[ 15360 119488   3675],2636.850681,,,intrinsic neuron
56,55,2197,2024-01-08 20:53:15.828679+00:00,,t,03A,03A,72624462142678506,648518346495998352,[ 18067 117326   2214],03A,1,56,[  9256 121136   2764],4095.422392,,,intrinsic neuron
57,56,2198,2024-01-08 20:53:15.842252+00:00,,t,03A,03A,72624462142665674,648518346517527594,[ 18117 117078   2214],03A,1,57,[  9232 118800   2561],5428.285515,,,intrinsic neuron
58,57,2199,2024-01-08 20:53:15.855740+00:00,,t,03A,03A,72624462142670614,648518346514222361,[ 18262 116902   2214],03A,1,58,[ 11772 115708   2630],4015.253945,,,intrinsic neuron
59,58,2200,2024-01-08 20:53:15.868685+00:00,,t,03A,03A,72624462142663447,648518346515887610,[ 17776 117397   2214],03A,1,59,[  9280 119600   2856],4580.391376,,,intrinsic neuron
60,59,2201,2024-01-08 20:53:15.882200+00:00,,t,03A,03A,72694830886836682,648518346491741382,[ 18527 117036   2214],03A,1,60,[  9512 119280   3164],8132.547926,,,intrinsic neuron
61,60,2202,2024-01-08 20:53:15.896331+00:00,,t,03A,03A,72624462142683154,648518346500061395,[ 18102 117166   2214],03A,1,61,[ 10136 117632   2936],3186.684737,,,intrinsic neuron
62,61,2203,2024-01-08 20:53:15.910085+00:00,,t,03A,03A,72624462142676082,648518346481437285,[ 17172 117380   2214],03A,1,62,[  6504 122784   2051],4084.609191,,,intrinsic neuron
63,62,2204,2024-01-08 20:53:15.923134+00:00,,t,03A,03A,72483655934773144,648518346498344346,[ 12837 115090   2203],03A,1,63,[  7056 116936   2035],17747.023135,,,intrinsic neuron
64,63,2205,2024-01-08 20:53:15.939085+00:00,,t,03A,03A,72624462142695290,648518346503137779,[ 17883 117737   2214],03A,1,64,[  9336 120496   2491],6114.385712,,,intrinsic neuron
65,64,2206,2024-01-08 20:53:15.952127+00:00,,t,03A,03A,72624462142690326,648518346499276353,[ 18006 117390   2214],03A,1,65,[  7456 121272   2595],3334.034639,,,intrinsic neuron
66,65,2207,2024-01-08 20:53:15.966285+00:00,,t,03A,03A,72624462142680833,648518346472651273,[ 18189 117212   2214],03A,1,66,[  9336 118184   3005],3673.648689,,,intrinsic neuron
67,66,2208,2024-01-08 20:53:15.980353+00:00,,t,03A,03A,72624462142675848,648518346487694506,[ 17930 116974   2214],03A,1,67,[  6952 122240   2142],6462.90096,,,intrinsic neuron
68,67,2209,2024-01-08 20:53:15.993436+00:00,,t,03A,03A,72624462142670956,648518346478964340,[ 17372 117396   2214],03A,1,68,[  8264 120384   1809],4022.714678,,,intrinsic neuron
69,68,2210,2024-01-08 20:53:16.006235+00:00,,t,03A,03A,72624462142676129,648518346504557548,[ 17299 117466   2214],03A,1,69,[  8608 120824   2285],6199.034609,,,intrinsic neuron
70,69,2211,2024-01-08 20:53:16.018146+00:00,,t,03A,03A,72483518428871460,648518346489810783,[ 14320 111867   2132],03A,1,70,[  9224 119328   3005],3735.235576,,,intrinsic neuron
71,70,2212,2024-01-08 20:53:16.032467+00:00,,t,03A,03A,72624462142688131,648518346489870863,[ 17496 117536   2214],03A,1,71,[  7288 123496   2007],4562.213211,,,intrinsic neuron
72,71,2213,2024-01-08 20:53:16.046500+00:00,,t,03A,03A,72624462142673712,648518346517948776,[ 17774 117489   2214],03A,1,72,[  8544 121288   2651],4251.74021,,,intrinsic neuron
73,72,2214,2024-01-08 20:53:16.060316+00:00,,t,03A,03A,72624462142673602,648518346492757177,[ 17685 117290   2214],03A,1,73,[ 15592 117672   2471],2702.410521,,,intrinsic neuron
74,73,2215,2024-01-08 20:53:16.074146+00:00,,t,03A,03A,72624462142690635,648518346478943092,[ 17673 117766   2214],03A,1,74,[  9176 119176   2311],8651.192518,,,intrinsic neuron
75,74,2216,2024-01-08 20:53:16.088239+00:00,,t,03A,03A,72694830886847033,648518346502434131,[ 18593 117165   2214],03A,1,75,[ 13240 116384   2614],12506.262933,,,intrinsic neuron
76,75,2217,2024-01-08 20:53:16.101623+00:00,,t,03A,03A,72624462142676171,648518346511465858,[ 17320 117527   2214],03A,1,76,[  8040 122240   2328],3965.982976,,,intrinsic neuron
77,76,2218,2024-01-08 20:53:16.114492+00:00,,t,03A,03A,72624462142673431,648518346482957609,[ 17976 117094   2214],03A,1,77,[  6912 120248   2377],4856.098214,,,intrinsic neuron
78,77,2219,2024-01-08 20:53:16.127382+00:00,,t,03A,03A,72624462142670743,648518346486342290,[ 17979 117027   2214],03A,1,78,[  7064 121616   2362],3710.404442,,,intrinsic neuron
79,78,2220,2024-01-08 20:53:16.143240+00:00,,t,03A,03A,72624462142683058,648518346487667114,[ 18206 117022   2214],03A,1,79,[ 11000 117628   2670],5044.086839,,,intrinsic neuron
80,79,2222,2024-01-08 20:53:16.174054+00:00,,t,03A,03A,72624462142702913,648518346478945488,[ 17906 117340   2214],03A,1,80,[  9144 120152   2682],4414.788094,,,intrinsic neuron
81,80,2223,2024-01-08 20:53:16.187584+00:00,,t,03A,03A,72624393423208095,648518346486834125,[ 18269 116683   2214],03A,1,81,[  8416 120832   2008],4316.502799,,,intrinsic neuron
82,81,2224,2024-01-08 20:53:16.201669+00:00,,t,03A,03A,72624462142676008,648518346507530783,[ 17862 117242   2214],03A,1,82,[  7952 120440   2448],2952.872568,,,intrinsic neuron
83,82,2225,2024-01-08 20:53:16.215471+00:00,,t,03A,03A,72624462142687770,648518346502701894,[ 18365 117060   2214],03A,1,83,[ 10376 118600   2970],6104.957071,,,intrinsic neuron
84,83,2226,2024-01-08 20:53:16.228862+00:00,,t,03A,03A,72624462142671086,648518346517487396,[ 17787 117559   2214],03A,1,84,[  7904 121192   2869],3593.025495,,,intrinsic neuron
85,84,2227,2024-01-08 20:53:16.243181+00:00,,t,03A,03A,72624462142687896,648518346496471893,[ 18020 117213   2214],03A,1,85,[ 11296 116988   2762],3441.746612,,,intrinsic neuron
86,85,2228,2024-01-08 20:53:16.257384+00:00,,t,03A,03A,72624462142683144,648518346511885680,[ 17940 117176   2214],03A,1,86,[  9520 119456   2633],2712.427064,,,intrinsic neuron
87,86,2229,2024-01-08 20:53:16.270619+00:00,,t,03A,03A,72624462142675192,648518346481181952,[ 18250 116776   2214],03A,1,87,[  6616 123496   2119],3043.781468,,,intrinsic neuron
88,87,2230,2024-01-08 20:53:16.283249+00:00,,t,03A,03A,72624462142673792,648518346494289031,[ 17481 117640   2214],03A,1,88,[  8056 122624   2574],5102.514693,,,intrinsic neuron
89,88,2231,2024-01-08 20:53:16.296883+00:00,,t,03A,03A,72624462142660491,648518346484729421,[ 18313 116823   2214],03A,1,89,[  6624 120952   2219],3583.438788,,,intrinsic neuron
90,89,2232,2024-01-08 20:53:16.310230+00:00,,t,03A,03A,72624462142650896,648518346499301211,[ 17883 117546   2214],03A,1,90,[  8176 122024   2926],4024.997882,,,intrinsic neuron
91,90,2233,2024-01-08 20:53:16.322709+00:00,,t,03A,03A,72694830886792591,648518346507263519,[ 18445 116763   2214],03A,1,91,[  6688 123384   1763],3793.161628,,,intrinsic neuron
92,91,2234,2024-01-08 20:53:16.334967+00:00,,t,03A,03A,72624462142692651,648518346514708423,[ 17843 117336   2214],03A,1,92,[ 14120 116912   2472],5869.528342,,,intrinsic neuron
93,92,2235,2024-01-08 20:53:16.347759+00:00,,t,03A,03A,72624462142665553,648518346482900645,[ 18357 116870   2214],03A,1,93,[  6448 123112   1951],2069.798616,,,intrinsic neuron
94,93,2236,2024-01-08 20:53:16.360530+00:00,,t,03A,03A,72624462142676168,648518346494799159,[ 17970 117590   2214],03A,1,94,[  7880 121944   1748],15837.470552,,,intrinsic neuron
95,94,2237,2024-01-08 20:53:16.373196+00:00,,t,03A,03A,72624462142482724,648518346504188512,[ 17927 117253   2214],03A,1,95,[  8808 119560   2747],3864.821701,,,intrinsic neuron
96,95,2238,2024-01-08 20:53:16.385480+00:00,,t,03A,03A,72624462142690234,648518346494485895,[ 17814 117149   2214],03A,1,96,[  7424 120680   2307],5124.995928,,,intrinsic neuron
97,96,2239,2024-01-08 20:53:16.399110+00:00,,t,03A,03A,72624462142663054,648518346480549947,[ 18409 116823   2214],03A,1,97,[  7664 121256   2070],2350.40406,,,intrinsic neuron
98,97,2240,2024-01-08 20:53:16.413722+00:00,,t,03A,03A,72624462142663329,648518346486974972,[ 18425 117219   2214],03A,1,98,[  8200 120280   2974],5339.320916,,,intrinsic neuron
99,98,2241,2024-01-08 20:53:16.426819+00:00,,t,03A,03A,72624462142676097,648518346488633481,[ 17650 117472   2214],03A,1,99,[  7056 121032   2470],4484.60042,,,intrinsic neuron
100,99,2242,2024-01-08 20:53:16.440027+00:00,,t,03A,03A,72624462142673647,648518346494400135,[ 17105 117454   2214],03A,1,100,[  7632 120376   2175],7486.988766,,,intrinsic neuron
101,100,2243,2024-01-08 20:53:16.452530+00:00,,t,03A,03A,72624462142677941,648518346475414912,[ 18377 116737   2214],03A,1,101,[  7696 123184   1890],3238.162623,,,intrinsic neuron
102,101,2244,2024-01-08 20:53:16.467234+00:00,,t,03A,03A,72624462142692719,648518346503299451,[ 18066 117546   2214],03A,1,102,[ 12328 117372   2622],13048.776641,,,intrinsic neuron
103,102,2245,2024-01-08 20:53:16.480925+00:00,,t,03A,03A,72624462142663573,648518346481242469,[ 17370 117593   2214],03A,1,103,[  6608 121720   2268],3494.902375,,,intrinsic neuron
104,103,2246,2024-01-08 20:53:16.494888+00:00,,t,03A,03A,72624462142678606,648518346517541956,[ 18186 117442   2214],03A,1,104,[  9768 121016   2606],7109.582291,,,intrinsic neuron
105,104,2247,2024-01-08 20:53:16.509237+00:00,,t,03A,03A,72624462142692403,648518346500874140,[ 18176 116954   2214],03A,1,105,[ 11004 116456   2655],4609.000069,,,intrinsic neuron
106,105,2248,2024-01-08 20:53:16.523025+00:00,,t,03A,03A,72624462142705564,648518346491027745,[ 18207 117326   2214],03A,1,106,[  7576 121256   2729],3414.851875,,,intrinsic neuron
107,106,2249,2024-01-08 20:53:16.535421+00:00,,t,03A,03A,72624462142670681,648518346521761273,[ 18046 116965   2214],03A,1,107,[ 12156 115952   2519],4791.868377,,,intrinsic neuron
108,107,2250,2024-01-08 20:53:16.548752+00:00,,t,03A,03A,72694830886830230,648518346500248319,[ 20370 118616   2214],03A,1,108,[ 12368 119304   3304],11016.483383,,,intrinsic neuron
109,108,2251,2024-01-08 20:53:16.562748+00:00,,t,03A,03A,72694830886834180,648518346489473388,[ 18534 116923   2214],03A,1,109,[  8232 119744   2368],5056.2715,,,intrinsic neuron
110,109,2252,2024-01-08 20:53:16.576513+00:00,,t,03A,03A,72624462142702920,648518346520747574,[ 18096 117365   2214],03A,1,110,[  8956 122296   2626],8027.572663,,,intrinsic neuron
111,110,2253,2024-01-08 20:53:16.589012+00:00,,t,03A,03A,72624462142695020,648518346501071209,[ 18300 117273   2214],03A,1,111,[ 11208 119136   2800],20919.430771,,,intrinsic neuron
112,111,2254,2024-01-08 20:53:16.601165+00:00,,t,03A,03A,72694830886837122,648518346479186384,[ 19123 117805   2214],03A,1,112,[ 15976 118184   3399],12696.989282,,,intrinsic neuron
113,112,2255,2024-01-08 20:53:16.613564+00:00,,t,03A,03A,72624462142687742,648518346507381023,[ 18268 117061   2214],03A,1,113,[ 13704 116192   2444],1791.986203,,,intrinsic neuron
114,113,2256,2024-01-08 20:53:16.626073+00:00,,t,03A,03A,72624462142658290,648518346488756361,[ 18089 117020   2214],03A,1,114,[  8232 119184   2536],4017.115781,,,intrinsic neuron
115,114,2257,2024-01-08 20:53:16.638685+00:00,,t,03A,03A,72624462142692503,648518346512372526,[ 17886 117082   2214],03A,1,115,[ 12600 116296   2413],6280.235916,,,intrinsic neuron
116,115,2258,2024-01-08 20:53:16.651688+00:00,,t,03A,03A,72694830886829412,648518346490580316,[ 18710 117203   2214],03A,1,116,[ 14896 116928   2767],7103.818646,,,intrinsic neuron
117,116,2259,2024-01-08 20:53:16.664011+00:00,,t,03A,03A,72624462142685639,648518346494510706,[ 17852 117403   2214],03A,1,117,[  8040 122024   2801],3887.288975,,,intrinsic neuron
118,117,2260,2024-01-08 20:53:16.675339+00:00,,t,04B,04B_lateral,72835363022064321,648518346472756683,[ 23820 110597   3752],04B,1,118,[ 29528 112288   3865],4771.469739,,,intrinsic neuron
119,118,2261,2024-01-08 20:53:16.686592+00:00,,t,04B,04B_lateral,72835294302569675,648518346484910237,[ 23254 110456   3752],04B,1,119,[ 29920 108720   3811],3334.492917,,,intrinsic neuron
120,119,2262,2024-01-08 20:53:16.698458+00:00,,t,04B,04B_lateral,72694556680237009,648518346486824881,[ 19986 110276   3582],04B,1,120,[ 30032 110968   3850],4802.938379,,,intrinsic neuron
121,120,2263,2024-01-08 20:53:16.710306+00:00,,t,04B,04B_lateral,72835363022041996,648518346494975395,[ 23722 110890   3752],04B,1,121,[ 27440 112624   3723],6117.776161,,,intrinsic neuron
122,121,2264,2024-01-08 20:53:16.722963+00:00,,t,04B,04B_lateral,72835363022069750,648518346499841605,[ 23081 110717   3752],04B,1,122,,5008.379313,,,intrinsic neuron
123,122,2265,2024-01-08 20:53:16.734842+00:00,,t,04B,04B_lateral,72835363022067367,648518346490040347,[ 23173 110653   3752],04B,1,123,[ 29496 111336   3732],4786.872287,,,intrinsic neuron
124,123,2266,2024-01-08 20:53:16.747009+00:00,,t,04B,04B_lateral,72835363022061780,648518346495097010,[ 23356 110636   3752],04B,1,124,[ 28016 112968   3862],5998.563742,,,intrinsic neuron
125,124,2267,2024-01-08 20:53:16.760573+00:00,,t,04B,04B_lateral,72835294302565133,648518346524171525,[ 23029 110586   3752],04B,1,125,[ 26896 112264   3807],4518.386576,,,intrinsic neuron
126,125,2268,2024-01-08 20:53:16.773830+00:00,,t,04B,04B_lateral,72694556680203494,648518346482991013,[ 19929 110560   3582],04B,1,126,[ 25415 113647   3729],3821.937844,,,intrinsic neuron
127,126,2269,2024-01-08 20:53:16.787336+00:00,,t,04B,04B_lateral,72694556680224208,648518346502181193,[ 20012 110454   3582],04B,1,127,[ 27904 111360   3806],6002.262434,,,intrinsic neuron
128,127,2270,2024-01-08 20:53:16.799589+00:00,,t,04B,04B_lateral,72694625399701336,648518346484854605,[ 20005 110932   3582],04B,1,128,[ 29176 109656   3810],5038.636881,,,intrinsic neuron
129,128,2271,2024-01-08 20:53:16.812520+00:00,,t,04B,04B_ventroanterior_loop,72976031791016587,648518346495533750,[ 28109 108963   3781],04B,1,129,[ 31792 103960   3710],7440.145937,,,intrinsic neuron
130,129,2272,2024-01-08 20:53:16.825988+00:00,,t,04B,04B_ventroanterior_loop,72976031791016449,648518346472485067,[ 28326 108745   3781],04B,1,130,[ 32224 100672   3585],4609.470285,,,intrinsic neuron
131,130,2273,2024-01-08 20:53:16.838559+00:00,,t,04B,04B_ventroanterior_loop,72976031791021081,648518346489997619,[ 28106 109166   3781],04B,1,131,[31216 98400  3524],6106.052264,,,intrinsic neuron
132,131,2274,2024-01-08 20:53:16.850970+00:00,,t,04B,04B_ventroanterior_loop,72976031791029770,648518346474731458,[ 27940 109190   3781],04B,1,132,[ 30480 104024   3736],5171.593333,,,intrinsic neuron
133,132,2275,2024-01-08 20:53:16.863000+00:00,,t,04B,04B_ventroanterior_loop,73046263095936653,648518346496383756,[ 29402 105180   3729],04B,1,133,[32664 99648  3545],4902.442174,,,intrinsic neuron
134,133,2276,2024-01-08 20:53:16.875618+00:00,,t,04B,04B_ventroanterior_loop,73046263096153320,648518346491625658,[ 29036 106139   3729],04B,1,134,[ 29472 101304   3654],5990.312049,,,intrinsic neuron
135,134,2277,2024-01-08 20:53:16.887620+00:00,,t,04B,04B_ventroanterior_loop,73046263096139838,648518346504917126,[ 29709 105380   3729],04B,1,135,[ 31640 107304   3717],6451.721154,,,intrinsic neuron
136,135,2278,2024-01-08 20:53:16.900567+00:00,,t,04B,04B_ventroanterior_loop,73046263096173408,648518346499915333,[ 29210 105746   3729],04B,1,136,[ 30376 102536   3681],5487.066946,,,intrinsic neuron
137,136,2279,2024-01-08 20:53:16.913033+00:00,,t,04B,04B_ventroanterior_loop,73046263096161502,648518346494502120,[ 28943 106243   3729],04B,1,137,[30896 97816  3414],4619.079659,,,intrinsic neuron
138,137,2280,2024-01-08 20:53:16.924932+00:00,,t,04B,04B_ventroanterior_loop,73046263096173351,648518346467221486,[ 29513 105680   3729],04B,1,138,[ 28736 103872   3738],9321.175932,,,intrinsic neuron
139,138,2281,2024-01-08 20:53:16.936561+00:00,,t,04B,04B_ventroposterior_loop,72905731766289888,648518346490067418,[ 24845 112009   3738],04B,1,139,[ 30336 110616   3744],4783.13449,,,intrinsic neuron
140,139,2282,2024-01-08 20:53:16.948509+00:00,,t,04B,04B_ventroposterior_loop,72835363022034811,648518346472726219,[ 24556 112234   3738],04B,1,140,[ 30040 106352   3778],4840.250018,,,intrinsic neuron
